Feature\Sample,CSM5FZ3N_P_profile,CSM5FZ3T_P_profile,CSM5MCVB_P_profile,CSM5MCU4_P_profile,CSM5MCWA_P_profile,CSM5MCWK_P_profile,CSM5MCXF_P_profile,CSM67U9V_P_profile,CSM67U9X_P_profile,CSM67UCU_P_profile,CSM67UAI_P_profile,CSM79HHO_profile,CSM79HH2_P_profile,CSM79HG7_P_profile,CSM79HHW_P_profile,CSM79HKX_profile,CSM79HJI_P_profile,CSM79HNY_P_profile,CSM7KOQP_P_profile,CSM7KOTO_profile,ESM5MEDZ_P_profile,ESM5GEYX_P_profile,ESM5GEYY_P_profile,ESM5MEDN_profile,ESM5MEB9_P_profile,ESM7F5AE_P_profile,ESM718U9_P_profile,HSM5FZBQ_P_profile,HSM5MD4U_P_profile,HSM5MD4B_P_profile,HSM5MD7Z_P_profile,HSM5MD8J_P_profile,HSM5MD8F_P_profile,HSM5MD3L_P_profile,HSM5MD5X_P_profile,HSM6XRQB_P_profile,HSM6XRR3_profile,HSM67VID_profile,HSM7CYWS_P_profile,HSM7CZ2V_P_profile,HSM7J4Q1_profile,HSM7J4J7_profile,HSM7J4LP_profile,HSMA33IE_profile,MSM5LLDI_profile,MSM5FZ9N_P_profile,MSM5FZ9X_P_profile,MSM5LLHR_P_profile,MSM5LLIC_P_profile,MSM5LLIS_P_profile,MSM5LLFG_P_profile,MSM5LLF2_P_profile,MSM6J2RG_P_profile,MSM79HBX_P_profile,MSM9VZLX_P_profile,MSM9VZM4_P_profile,MSM9VZJJ_P_profile,PSM6XBQM_P_profile,PSM6XBRK_P_profile,PSM6XBRM_P_profile,PSM6XBVY_P_profile,PSM7J1BJ_profile,PSM7J1B3_P_profile,PSM7J13I_profile,PSM7J4EF_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,0.0,0.0,0.0,0.0,0.00288,0.00239,0.0,0.05313,0.11644,0.0,0.03966,0.0325,0.02017,0.38558,0.0,0.0,0.01015,0.07058,0.0,0.0,0.24957,0.27105,0.0,0.51107,0.26931,0.08175,0.0,0.0,0.0,0.0,0.03711,0.0,0.00294,2.66797,1.34469,0.01038,0.0117,0.03995,0.17293,0.11062,0.0,0.0,0.0,0.0,0.0,0.0,0.07699,0.0948,0.23995,0.00121,0.0,0.34046,0.10945,0.01592,0.00615,0.0,0.0,0.0439,0.29859,0.05865,0.41218,0.0,0.53136,0.13587,0.19675
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.02042,0.0,0.0,3.46338,0.00028,0.05346,0.13364,0.04605,0.03032,0.04849,0.9883,0.4685,0.00064,0.19025,0.0,0.1672,0.03493,0.0,0.56058,0.0,0.0,0.27228,0.09106,0.25386,0.0,0.0083,0.0,0.0,0.0,0.0755,0.0355,0.25157,0.02212,0.04892,0.0,0.14857,0.17853,0.0,0.0,0.06554,0.0358,0.01228,0.0,0.36533,0.02151,1.05306,0.02012,0.01069,0.11398,0.00668,0.14363,0.10461,0.0,0.09481,0.0,0.0,0.63998,0.0,0.0,0.0,0.75024,14.28987,0.01921,0.46862,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0.0,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00812,0.00817,0.0,0.00186,0.0,0.0,0.0,0.01529,0.54296,0.15223,0.3092,0.0,0.01347,0.0,0.0,0.00409,0.08361,0.0,0.0,0.0,0.4775,0.3278,0.0,0.0,0.0,0.0,0.0,0.05915,0.0,26.66007,0.0,0.0,0.03808,0.0279,0.0,0.098,0.0,0.03914,0.13086,0.0,0.15804,0.0,0.0,0.0,0.054,0.0,0.00424,0.50831,0.57773,0.17378,0.0,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister,0.59637,0.03344,0.0,0.0,0.16352,0.0,5.19723,0.04672,0.23605,0.46108,0.0,0.0,0.06101,2.92682,0.04313,0.34924,0.41436,0.0,0.0,0.04559,0.0,0.35524,0.72119,0.0,0.0,0.11614,1.21196,0.0,0.31774,0.09822,0.14164,0.0,0.0,0.40524,0.12523,0.0,0.0355,0.0,0.19014,0.0,0.00421,0.0,0.0,0.0,0.18837,0.0,2.09068,0.12639,0.49559,0.0,0.0,0.0,1.68917,0.0,0.0,0.0,0.95474,0.00468,0.0,0.44675,0.0,0.0,0.12041,0.0,3.28043
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423,0.0,0.84111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56368,0.0,0.0,0.0,0.27814,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified,0.0,0.0,0.0,0.09287,0.02971,0.0195,0.0,0.0,0.36048,0.01021,0.0,0.0,3.81604,0.0,0.01954,0.09733,0.02841,0.0,0.0,0.48904,0.0397,0.0,0.0,0.02178,0.0,0.00285,2.22489,0.0,0.0,0.0,0.27501,0.0,0.12237,0.7943,0.00126,0.0,0.05414,0.0,0.01026,0.14509,0.28021,0.12141,0.0,0.0,0.0,0.0,0.0,0.0,4.34725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00549,0.0,0.0,0.0,6.41956
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,0.0,0.0,0.0,0.14037,0.00612,0.47614,0.0,0.0,0.22025,0.0,0.0,1.09678,0.20276,0.0,0.05013,0.03835,0.0428,0.19372,0.0,0.0,0.0,0.04281,0.0,1.11403,0.33188,0.84266,0.05695,0.0,0.0,0.0,0.0,0.00712,0.73924,0.0,0.03142,0.0,0.0,0.28268,0.31747,0.65941,0.0,0.44073,0.0,0.0,0.0,0.0,0.0,0.0,0.02042,0.12864,0.21955,0.0,0.0,0.04507,0.47448,0.0,0.0,0.0,0.56203,0.0,0.06647,0.0,0.03779,0.0,0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified,0.0,0.0,0.0,0.24605,0.0,0.0,0.04019,0.70104,0.06064,0.23957,0.0,0.58068,0.07612,0.06324,0.00202,0.0,0.12565,0.03594,0.0,0.52045,0.0,0.63078,0.0,0.57853,0.0,0.03767,0.0,0.0,0.0,0.0,0.09913,0.0,0.18845,1.37596,0.03854,0.0,0.0,0.08575,0.03075,0.05853,0.71443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02426,0.00781,0.0,0.0,0.42806,0.05192,0.0,0.0,0.0198,0.0,0.1763,0.0863,0.58152,0.0,0.0,0.01153,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.0,0.0,0.0,0.0,0.02321,0.00922,0.14749,0.05362,0.09604,0.00538,0.0,0.04102,0.03376,0.06709,0.0,0.02981,0.03874,0.0,0.0,0.90813,0.03662,0.08009,0.02463,0.36943,0.35048,0.09394,0.0,0.0,0.0,0.03171,0.0,0.00577,0.0,0.0,0.24147,0.0,0.07155,0.01231,0.13801,0.02506,0.01462,0.0,0.0,0.0,0.05674,0.0,0.0,0.15001,0.03975,0.02163,0.0,0.00769,0.0099,0.07302,0.00431,0.0,0.0,0.10124,0.11166,0.05536,0.0,0.0,0.00847,0.0,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium,0.0,0.0,0.0,0.0,0.12245,0.0,0.10305,0.0,0.00351,0.0,0.06473,0.0,0.0,0.0,0.27732,0.0,0.0,0.0,0.0,0.0,0.0,0.00157,0.0,0.0,0.0,0.00102,0.0,0.0,0.02234,0.0,0.0,0.0,0.0,0.0,0.0,0.05852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06889,0.06553,0.03928,0.0,0.0,0.0,1.32759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1683,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella,0.0,0.0,0.0,0.0,2.73567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00279,0.0,0.0,0.0,0.03492,0.0,0.0,0.0,0.0,0.0,0.0,0.06244,0.0,0.00253,0.17046,0.0,0.28075,0.0,0.0,0.01679,0.08097,0.0,0.38366,3.89264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02132,0.0,0.0,0.0,0.0,5.95,0.2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella,0.00219,0.0,0.0,0.03864,0.0,0.0,0.00349,0.0,0.00298,0.0,0.0,0.0,0.0,0.0,0.26635,0.0,0.0,2.52756,0.0,0.0,0.0,0.0,0.10424,0.0,0.0,0.0,0.0,0.0,1.79058,0.0,0.02248,0.4049,0.61466,0.06713,0.0,0.40126,0.0,0.0,0.0,0.02098,0.00218,0.0,0.0,0.0,0.05781,1.65595,2.5646,0.0,0.08975,0.0,0.7221,0.0,0.74938,0.23347,0.0,0.0,0.01721,0.0,0.0,0.0,1.0302,0.0,0.0,0.11378,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02382,3.65746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09336,0.0,0.0,0.0,0.0,0.04822,0.06836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80453,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum,0.00351,0.0,0.0,0.10512,0.0,0.0,0.0,0.06381,0.0,0.0,1.19089,0.00258,0.0,0.074,0.03327,0.0,0.03862,0.008,0.95356,0.0,0.1513,0.0286,0.24052,0.0031,0.08121,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.05007,0.0685,0.21203,0.0,0.02188,0.0,0.0,0.01231,0.16559,0.01867,0.0,0.0,0.0,0.0,0.0,0.07118,0.20543,0.0,0.00053,0.0,0.71882,0.02152,0.0,0.0,0.01233,0.36571,0.03668,0.0,0.0,0.0,0.0,0.00398,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter,0.0,0.0,0.0,2.68514,0.0,0.0,0.08889,0.0,0.06465,0.87097,0.0,0.14958,0.02665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01353,0.0,0.0,0.0,0.0,0.0,0.45578,0.17617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38403,0.0,0.0,0.0,0.0,0.0,0.58683,0.0,0.0,0.13391,0.0,0.02521,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger,0.0,0.0,0.0,0.03708,0.0,0.001,0.0,0.0,0.01647,0.0,0.0,0.0,0.0,0.05544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10442,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00836,0.0,0.04766,0.0,0.0,0.0,0.0,0.0,0.0,0.00714,0.0,0.0,0.0033,0.0,0.0,0.0,0.03985,0.06858,0.0,0.0,6.39821,0.0,0.00866,0.01597,0.0,0.0,0.0,0.02211,0.00284,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum,0.05526,0.0,0.0,2.54233,0.0,0.009,0.0,0.0,0.05452,0.0,0.0,0.0,0.0,0.11089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07964,0.0,0.16946,0.32422,0.0,0.0,0.0,0.00241,0.0,0.0,0.34971,0.0,0.0,0.0,0.0,0.0,0.0,0.14857,0.0,0.0,0.26099,0.9323,0.0,0.0,0.0,0.0,0.0,0.37152,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor,0.0,0.0,0.0,0.0885,0.0,0.01299,0.0,0.0,0.0,0.0,0.0,0.01968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01505,0.0,0.0,0.0,0.0,0.0,0.0,0.15145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58996,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0.0,0.0,0.0,0.0,0.0,0.13057,0.0,0.0,0.0,0.0,0.0,0.00355,0.06562,0.0,0.02416,0.02456,0.02788,0.0,0.0,0.0,0.00908,0.00101,0.10302,0.04486,0.00689,0.0,0.05827,0.0,0.0,0.0,0.05431,0.03088,0.06947,0.8359,0.0,0.0,0.0,0.0,0.0,0.08186,0.00728,0.0,0.0,0.08675,0.03302,0.0,0.0,0.24197,0.13237,0.0,0.35469,0.0,0.0,0.0,0.06236,0.0,0.0,0.00415,0.02279,0.01075,0.0334,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas,0.08742,0.0,0.0,0.00859,0.0,0.60114,0.06915,0.2418,0.0,0.0,0.0,0.13834,0.58936,0.54268,0.0,0.01339,0.03081,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.18009,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.00202,0.31645,0.0,0.0,0.15926,0.0,0.33829,0.0,0.0,0.0,0.00713,0.0,0.03547,0.0,0.0,0.0,0.07948,0.0,0.0,0.0,0.0,0.0,0.16147,0.0,0.0,0.0,0.0,0.0,0.02715,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,0.0,0.5056,0.0017,0.0,0.0,0.0,0.11884,0.0,0.0,0.0,0.0,0.03157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09696,0.02547,0.0,0.0,0.0,0.11187,0.0,0.05432,0.0,0.0,0.2308,0.0,0.0,0.0,0.02213,0.0,0.0,0.0,0.0,0.0,0.01354,0.04424,0.0,0.0019,0.0,0.08111,0.0,0.0,0.0,0.00467,0.0,0.0,0.0,0.0,0.23523,0.14952,0.0,0.0,2.30295,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08425,0.0,0.0,0.05852,0.0,0.0,0.0,0.0,0.0,0.05833,0.18103,0.10243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.68286,0.0,0.0,0.0,0.25482,0.04922,0.02446,0.0,0.0,0.0,0.06256,0.0,0.0,0.0,0.0,0.14353,0.0,0.0,0.0,0.01141,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0.0,0.0,0.0,0.0,0.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09847,0.01606,0.0,0.01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182,0.0,0.0,0.0,0.0,0.0,0.25727,0.0,0.0,0.0,0.0,0.09187,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas,0.0,0.0,0.0,0.04564,0.0,0.0029,0.0,0.0,0.02026,0.02128,0.0,0.0,0.14816,0.0,0.00426,0.0023,0.01995,0.0,0.0,0.00199,0.00326,0.0,0.0,0.06642,0.0,0.0,0.07769,0.0,0.0,0.0,0.00652,0.0,0.04888,0.2419,0.00576,0.0,0.06167,0.0,0.00613,0.14533,0.01228,0.17248,0.0,0.0,0.0,0.00899,0.0,0.0,0.21236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04209,0.0,0.00221,0.0,1.71645
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0.01082,0.0,0.0,0.0,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.00437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17095,0.0,0.0,0.08508,0.00541,0.0,0.0,0.93906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393,0.0,0.44509,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.00479,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00197,0.0,0.0,0.34432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325,0.06403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72241,0.00226,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter,0.03714,0.0,0.0,0.0,0.0,0.06267,0.0,0.0,0.04396,0.00984,0.0,0.05077,0.00144,0.02861,0.01291,0.07718,0.0,0.29056,0.0,0.02908,0.0,0.0,0.0,0.0,0.0,0.01931,0.0,0.0,0.0,0.0,0.0,0.0,0.02498,0.0,0.0,0.00737,0.0,0.0,0.00753,0.0,0.0,0.0,0.0,0.0,0.07674,0.0,0.0,0.0186,0.0495,0.00333,0.08845,0.0,0.0,0.00366,0.0,0.0,0.0,0.0,0.02326,0.0,0.0,0.0,0.01832,0.03338,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10058,0.01771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19498,0.0,0.0,0.0,0.0,0.0,0.0,0.76635,0.0,0.0,0.0,0.0,0.0,0.14663,0.0,0.00306,0.0,0.05933,0.0,0.0,0.0,0.0,0.0,0.3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma,0.0,0.0,0.0,0.15084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01069,0.0,0.0,0.0,0.0,0.0,0.01606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09188,0.0,0.0,0.0,1.02739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07514,0.0,0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52481,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00363,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,0.0,0.0,0.0,0.0,0.33813,0.07227,0.0,0.0,0.0,0.0,0.0,0.00644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01636,0.0,0.0,0.0,0.0,0.00965,0.12721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984,0.0,0.01039,0.0,0.0,0.0,0.00105,0.0,0.0068,0.0,0.0,0.65973,0.0,0.0,0.0,0.02277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68171,0.0,0.0,0.0,0.0,0.0,0.0,0.00549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
